problem_name,solver_name,run_id,relative_error_distance
G01,CCPSO,1,0.601155705541514
G01,CCPSO,2,0.6009246419849886
G01,CCPSO,3,0.600662956700556
G01,CCPSO,4,0.6009315915412403
G01,CCPSO,5,0.6006869401780796
G01,CCPSO,6,0.6009525012215143
G01,CCPSO,7,0.6014103096687134
G01,CCPSO,8,0.6008761663736174
G01,CCPSO,9,0.6009300123300866
G01,CCPSO,10,0.6008246928243585
G01,CCPSO,11,0.6005361720817392
G01,CCPSO,12,0.6112510866119989
G01,CCPSO,13,0.6007071182395878
G01,CCPSO,14,0.600679140314116
G01,CCPSO,15,0.6012778715375474
G01,CCPSO,16,0.6009632235060818
G01,CCPSO,17,0.6011933353753739
G01,CCPSO,18,0.6014992248679485
G01,CCPSO,19,0.6006662887487394
G01,CCPSO,20,0.6012202920705332
G01,CCPSO,21,0.6010337290545057
G01,CCPSO,22,0.6012693487152786
G01,CCPSO,23,0.6010367243481927
G01,CCPSO,24,0.6012493175033322
G01,CCPSO,25,0.6009742517429976
G01,CCPSO,26,0.6009999788133438
G01,CCPSO,27,0.6010987741595264
G01,CCPSO,28,0.6007563267954259
G01,CCPSO,29,0.6006175479527849
G01,CCPSO,30,0.6012400769286511
