problem_name,solver_name,run_id,relative_error_distance
G04,CCPSO,1,0.1444946961906237
G04,CCPSO,2,0.14472030985514686
G04,CCPSO,3,0.14550526111244833
G04,CCPSO,4,0.14550526111244833
G04,CCPSO,5,0.14550526111244833
G04,CCPSO,6,0.14550526111244833
G04,CCPSO,7,0.14550526111244833
G04,CCPSO,8,0.14550526111244833
G04,CCPSO,9,0.14398199377325804
G04,CCPSO,10,0.14550526111244833
G04,CCPSO,11,0.14550526111244833
G04,CCPSO,12,0.14550526111244833
G04,CCPSO,13,0.14550526111244833
G04,CCPSO,14,0.14550526111244833
G04,CCPSO,15,0.14550526111244833
G04,CCPSO,16,0.14550526111244833
G04,CCPSO,17,0.14550526111244833
G04,CCPSO,18,0.14550526111244833
G04,CCPSO,19,0.14550526111244833
G04,CCPSO,20,0.14550526111244833
G04,CCPSO,21,0.14458831015953222
G04,CCPSO,22,0.14550526111244833
G04,CCPSO,23,0.14550526111244833
G04,CCPSO,24,0.14550526111244833
G04,CCPSO,25,0.14550526111244833
G04,CCPSO,26,0.14550526111244833
G04,CCPSO,27,0.14550526111244833
G04,CCPSO,28,0.14550526111244833
G04,CCPSO,29,0.14550526111244833
G04,CCPSO,30,0.14550526111244833
