problem_name,solver_name,run_id,relative_error_distance
G02,CCPSO,1,0.9148548820883955
G02,CCPSO,2,0.9148747507393518
G02,CCPSO,3,0.914862465233605
G02,CCPSO,4,0.9148812879879776
G02,CCPSO,5,0.9148725035405288
G02,CCPSO,6,0.8950100738134733
G02,CCPSO,7,0.9189707010897
G02,CCPSO,8,0.9148749966183445
G02,CCPSO,9,0.9148579308825141
G02,CCPSO,10,0.8964890429512887
G02,CCPSO,11,0.914857693220627
G02,CCPSO,12,0.9148605865572343
G02,CCPSO,13,0.9148849274707095
G02,CCPSO,14,0.9148880217483869
G02,CCPSO,15,0.9148718781825406
G02,CCPSO,16,0.9148863148899745
G02,CCPSO,17,0.914909946966495
G02,CCPSO,18,0.9148756639666445
G02,CCPSO,19,0.9148643394766279
G02,CCPSO,20,0.914868204435847
G02,CCPSO,21,0.9148823446416473
G02,CCPSO,22,0.9086152313382061
G02,CCPSO,23,0.9148681982435493
G02,CCPSO,24,0.9148858887366562
G02,CCPSO,25,0.909986843952808
G02,CCPSO,26,0.9148838758387956
G02,CCPSO,27,0.8956776511743336
G02,CCPSO,28,0.9148965977714215
G02,CCPSO,29,0.9148791225665706
G02,CCPSO,30,0.9148476094457854
