problem_name,solver_name,run_id,relative_error_distance
G06,CCPSO,1,103.21259225674919
G06,CCPSO,2,104.32812221769356
G06,CCPSO,3,102.01986442263473
G06,CCPSO,4,125.33742102593456
G06,CCPSO,5,109.94959097316585
G06,CCPSO,6,87.69808314252168
G06,CCPSO,7,86.07890223670488
G06,CCPSO,8,77.41719038519618
G06,CCPSO,9,91.49019363655732
G06,CCPSO,10,107.75374908481953
G06,CCPSO,11,106.12474660649575
G06,CCPSO,12,86.27614724912065
G06,CCPSO,13,82.46497127736112
G06,CCPSO,14,126.41374310752893
G06,CCPSO,15,99.9798497071024
G06,CCPSO,16,113.72403110270302
G06,CCPSO,17,98.45953081014201
G06,CCPSO,18,84.33946350122383
G06,CCPSO,19,103.03887495807048
G06,CCPSO,20,101.27359951390342
G06,CCPSO,21,93.52730647785617
G06,CCPSO,22,101.19136050078183
G06,CCPSO,23,102.3889908726837
G06,CCPSO,24,105.04798662637518
G06,CCPSO,25,113.99645602990728
G06,CCPSO,26,96.51455068654367
G06,CCPSO,27,74.92662301771773
G06,CCPSO,28,89.01733955518426
G06,CCPSO,29,113.44687403261311
G06,CCPSO,30,114.59787374563777
