run_id,iteration,archive_size,igd,gd,hypervolume,spacing,spread,population_feasibility_pct,population_diversity,front
1,1,6,0.221533,0.063694,0.355316,0.155434,0.682530,14.0000,0.865204,"[[0.8017651489020692, 0.6230454493627838], [0.7936169170824602, 0.7425689712071593], [0.783969811621096, 0.8497138008914813], [0.8287725119113951, 0.49541361989493593], [0.5363702494256486, 0.9528104542487998], [0.9669276797929572, 0.14942163278349513]]"
1,2,11,0.172657,0.113469,0.380354,0.127821,0.669526,26.0000,0.710015,"[[0.8017651489020692, 0.6230454493627838], [0.7936169170824602, 0.7425689712071593], [0.8287725119113951, 0.49541361989493593], [0.5363702494256486, 0.9528104542487998], [0.9669276797929572, 0.14942163278349513], [0.39863433489711086, 1.1869253196843488], [0.784834577888245, 0.7590086315583084], [0.7072656950293333, 0.7966888113450443], [0.6083501833591689, 0.8698362397116324], [0.6651445970615736, 0.8662781408390654], [0.4088062018089907, 1.117808706146026]]"
1,3,12,0.090882,0.072069,0.420925,0.125921,0.635030,20.0000,0.755972,"[[0.8017651489020692, 0.6230454493627838], [0.7936169170824602, 0.7425689712071593], [0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.784834577888245, 0.7590086315583084], [0.7072656950293333, 0.7966888113450443], [0.6083501833591689, 0.8698362397116324], [0.6651445970615736, 0.8662781408390654], [0.7393945985552324, 0.7721927023458022], [0.20475766044363472, 1.0727620962638738], [0.4343793328875678, 0.9494580772592542], [0.34390103629618407, 1.0117222927835443]]"
1,4,15,0.090202,0.067518,0.430230,0.064802,0.736717,16.0000,0.758376,"[[0.8017651489020692, 0.6230454493627838], [0.7936169170824602, 0.7425689712071593], [0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.7072656950293333, 0.7966888113450443], [0.6083501833591689, 0.8698362397116324], [0.6651445970615736, 0.8662781408390654], [0.20475766044363472, 1.0727620962638738], [0.4343793328875678, 0.9494580772592542], [0.34390103629618407, 1.0117222927835443], [0.7079154768738696, 0.7923592517765033], [0.738967413562257, 0.7532925975655675], [0.6999224337219032, 0.8517942120221269], [0.941049935452608, 0.1895971223270017], [0.9687271315369298, 0.14827693590799823]]"
1,5,15,0.077496,0.060915,0.459420,0.051694,0.623739,29.0000,0.771167,"[[0.8017651489020692, 0.6230454493627838], [0.7936169170824602, 0.7425689712071593], [0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.20475766044363472, 1.0727620962638738], [0.4343793328875678, 0.9494580772592542], [0.738967413562257, 0.7532925975655675], [0.941049935452608, 0.1895971223270017], [0.9687271315369298, 0.14827693590799823], [0.17473131889429894, 1.0960845769096088], [0.6327390665420061, 0.7853761197661966], [0.5267529281036217, 0.828011247968639], [0.29583960230548934, 0.9667330316164224], [0.5018534076121344, 0.9155802777144619], [0.9539260002368244, 0.1568433724777804]]"
1,6,15,0.057031,0.034276,0.482779,0.054089,0.701308,34.0000,0.710687,"[[0.8017651489020692, 0.6230454493627838], [0.7936169170824602, 0.7425689712071593], [0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.738967413562257, 0.7532925975655675], [0.941049935452608, 0.1895971223270017], [0.9687271315369298, 0.14827693590799823], [0.6327390665420061, 0.7853761197661966], [0.5018534076121344, 0.9155802777144619], [0.9539260002368244, 0.1568433724777804], [0.5081755492068831, 0.8107247331805569], [0.21953546644556518, 0.947670008385844], [0.1570515745100107, 1.0583473965328387], [0.18099338420223443, 0.9516354081838548], [0.9461816185960373, 0.16027124002022183]]"
1,7,18,0.050781,0.035276,0.490944,0.048878,0.830898,29.0000,0.688770,"[[0.8017651489020692, 0.6230454493627838], [0.7936169170824602, 0.7425689712071593], [0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.738967413562257, 0.7532925975655675], [0.941049935452608, 0.1895971223270017], [0.9687271315369298, 0.14827693590799823], [0.9539260002368244, 0.1568433724777804], [0.5081755492068831, 0.8107247331805569], [0.21953546644556518, 0.947670008385844], [0.1570515745100107, 1.0583473965328387], [0.18099338420223443, 0.9516354081838548], [0.9461816185960373, 0.16027124002022183], [0.4873785579338098, 0.9034457073729412], [0.5752548720574295, 0.774222353822008], [0.15010847846111636, 1.066290044226836], [0.9467157934536639, 0.15896319725697675], [0.9992875222395733, 0.126444064883534]]"
1,8,20,0.035589,0.021797,0.503570,0.050650,0.863417,48.0000,0.670807,"[[0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.738967413562257, 0.7532925975655675], [0.941049935452608, 0.1895971223270017], [0.9687271315369298, 0.14827693590799823], [0.9539260002368244, 0.1568433724777804], [0.5081755492068831, 0.8107247331805569], [0.21953546644556518, 0.947670008385844], [0.18099338420223443, 0.9516354081838548], [0.9461816185960373, 0.16027124002022183], [0.4873785579338098, 0.9034457073729412], [0.5752548720574295, 0.774222353822008], [0.9467157934536639, 0.15896319725697675], [0.9992875222395733, 0.126444064883534], [0.11304259699960317, 1.0664122853646], [0.1527640761197151, 0.9644009019484313], [0.12551272369205918, 1.028075914404124], [0.7904864285351504, 0.5259193231832457], [0.9188491940516031, 0.46146718365336337], [0.9426263847974474, 0.1858220905290157]]"
1,9,23,0.031734,0.021862,0.509890,0.045334,0.816307,36.0000,0.758334,"[[0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.738967413562257, 0.7532925975655675], [0.941049935452608, 0.1895971223270017], [0.9687271315369298, 0.14827693590799823], [0.9539260002368244, 0.1568433724777804], [0.5081755492068831, 0.8107247331805569], [0.21953546644556518, 0.947670008385844], [0.18099338420223443, 0.9516354081838548], [0.9461816185960373, 0.16027124002022183], [0.4873785579338098, 0.9034457073729412], [0.5752548720574295, 0.774222353822008], [0.9467157934536639, 0.15896319725697675], [0.9992875222395733, 0.126444064883534], [0.11304259699960317, 1.0664122853646], [0.1527640761197151, 0.9644009019484313], [0.12551272369205918, 1.028075914404124], [0.7904864285351504, 0.5259193231832457], [0.9188491940516031, 0.46146718365336337], [0.9426263847974474, 0.1858220905290157], [0.8690088069172563, 0.4894121840935507], [0.77990186599371, 0.5616401382220967], [1.05275032085202, 0.09043045200796064]]"
1,10,24,0.026071,0.015703,0.517029,0.043581,0.899384,42.0000,0.720752,"[[0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.738967413562257, 0.7532925975655675], [0.941049935452608, 0.1895971223270017], [0.9687271315369298, 0.14827693590799823], [0.9539260002368244, 0.1568433724777804], [0.5081755492068831, 0.8107247331805569], [0.9461816185960373, 0.16027124002022183], [0.4873785579338098, 0.9034457073729412], [0.5752548720574295, 0.774222353822008], [0.9467157934536639, 0.15896319725697675], [0.9992875222395733, 0.126444064883534], [0.1527640761197151, 0.9644009019484313], [0.7904864285351504, 0.5259193231832457], [0.9188491940516031, 0.46146718365336337], [0.9426263847974474, 0.1858220905290157], [0.8690088069172563, 0.4894121840935507], [0.77990186599371, 0.5616401382220967], [1.05275032085202, 0.09043045200796064], [0.48312819299613524, 0.9096944569901042], [0.1590498674192376, 0.944184693573881], [0.08214455792455747, 1.0288531013575442], [0.11221003039636286, 1.003535355369679], [1.0467289076389077, 0.09827396016839808]]"
1,11,28,0.024624,0.016199,0.518635,0.039553,0.917477,41.0000,0.641656,"[[0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.738967413562257, 0.7532925975655675], [0.941049935452608, 0.1895971223270017], [0.9687271315369298, 0.14827693590799823], [0.9539260002368244, 0.1568433724777804], [0.5081755492068831, 0.8107247331805569], [0.9461816185960373, 0.16027124002022183], [0.4873785579338098, 0.9034457073729412], [0.5752548720574295, 0.774222353822008], [0.9467157934536639, 0.15896319725697675], [0.9992875222395733, 0.126444064883534], [0.1527640761197151, 0.9644009019484313], [0.7904864285351504, 0.5259193231832457], [0.9188491940516031, 0.46146718365336337], [0.9426263847974474, 0.1858220905290157], [0.8690088069172563, 0.4894121840935507], [0.77990186599371, 0.5616401382220967], [1.05275032085202, 0.09043045200796064], [0.48312819299613524, 0.9096944569901042], [0.1590498674192376, 0.944184693573881], [0.08214455792455747, 1.0288531013575442], [1.0467289076389077, 0.09827396016839808], [0.10296632000812887, 0.9940712237879153], [0.09908369511090345, 1.0284209657872252], [0.4913703916315252, 0.8567015076231788], [0.9993986236297762, 0.12549719632758927], [0.9842839525685412, 0.14371870764191436]]"
1,12,31,0.022444,0.012015,0.520611,0.037466,0.980761,33.0000,0.623204,"[[0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.738967413562257, 0.7532925975655675], [0.941049935452608, 0.1895971223270017], [0.9687271315369298, 0.14827693590799823], [0.9539260002368244, 0.1568433724777804], [0.5081755492068831, 0.8107247331805569], [0.9461816185960373, 0.16027124002022183], [0.4873785579338098, 0.9034457073729412], [0.5752548720574295, 0.774222353822008], [0.9467157934536639, 0.15896319725697675], [0.9992875222395733, 0.126444064883534], [0.1527640761197151, 0.9644009019484313], [0.7904864285351504, 0.5259193231832457], [0.9188491940516031, 0.46146718365336337], [0.9426263847974474, 0.1858220905290157], [0.8690088069172563, 0.4894121840935507], [0.77990186599371, 0.5616401382220967], [0.48312819299613524, 0.9096944569901042], [0.1590498674192376, 0.944184693573881], [0.08214455792455747, 1.0288531013575442], [0.10296632000812887, 0.9940712237879153], [0.4913703916315252, 0.8567015076231788], [0.9993986236297762, 0.12549719632758927], [0.9842839525685412, 0.14371870764191436], [0.11126289304714092, 0.988343108003981], [0.08533400955954065, 1.020026884254715], [0.10126086904145533, 1.0121177679587416], [0.839203148175182, 0.49455596872070084], [0.5036273974297143, 0.8261630880429317], [1.0162493190352664, 0.08845409110900038]]"
1,13,36,0.020649,0.012130,0.526901,0.035718,0.948231,35.0000,0.606227,"[[0.8287725119113951, 0.49541361989493593], [0.9669276797929572, 0.14942163278349513], [0.738967413562257, 0.7532925975655675], [0.941049935452608, 0.1895971223270017], [0.9687271315369298, 0.14827693590799823], [0.9539260002368244, 0.1568433724777804], [0.5081755492068831, 0.8107247331805569], [0.9461816185960373, 0.16027124002022183], [0.4873785579338098, 0.9034457073729412], [0.5752548720574295, 0.774222353822008], [0.9467157934536639, 0.15896319725697675], [0.9992875222395733, 0.126444064883534], [0.1527640761197151, 0.9644009019484313], [0.7904864285351504, 0.5259193231832457], [0.9188491940516031, 0.46146718365336337], [0.9426263847974474, 0.1858220905290157], [0.8690088069172563, 0.4894121840935507], [0.77990186599371, 0.5616401382220967], [0.48312819299613524, 0.9096944569901042], [0.1590498674192376, 0.944184693573881], [0.08214455792455747, 1.0288531013575442], [0.10296632000812887, 0.9940712237879153], [0.4913703916315252, 0.8567015076231788], [0.9993986236297762, 0.12549719632758927], [0.11126289304714092, 0.988343108003981], [0.08533400955954065, 1.020026884254715], [0.10126086904145533, 1.0121177679587416], [0.839203148175182, 0.49455596872070084], [0.5036273974297143, 0.8261630880429317], [1.0162493190352664, 0.08845409110900038], [0.0932370374589302, 1.0127565983558204], [0.07937921275683299, 1.0457747834629443], [0.4655365091968118, 0.93752238765005], [1.0011382613376851, 0.11720483490880229], [0.975497204336628, 0.13041605616989868], [1.0410747829526688, 0.04480271690347715]]"
