run_id,migd,migd_bc,front_feasibility_pct,front_size
1,0.00789890,0.00639724,100.0000,78
2,0.00786887,0.00617290,100.0000,80
3,0.00808697,0.00644010,100.0000,81
4,0.00828163,0.00647760,100.0000,79
5,0.00850825,0.00643370,100.0000,82
6,0.00855870,0.00660858,100.0000,81
7,0.00806616,0.00613685,100.0000,81
8,0.00846508,0.00627184,100.0000,81
9,0.00789513,0.00597620,100.0000,82
10,0.00759639,0.00596142,100.0000,81
11,0.00789289,0.00632587,100.0000,81
12,0.00839574,0.00639092,100.0000,80
13,0.00874849,0.00609039,100.0000,80
14,0.00774965,0.00646972,100.0000,81
15,0.00860617,0.00612973,100.0000,81
16,0.00844575,0.00648423,100.0000,80
17,0.00808064,0.00637067,100.0000,82
18,0.00778104,0.00603154,100.0000,82
19,0.00834651,0.00625576,100.0000,80
20,0.00757403,0.00608382,100.0000,80
21,0.00808121,0.00609670,100.0000,78
22,0.00752468,0.00625858,100.0000,80
23,0.00894258,0.00659283,100.0000,80
24,0.00825514,0.00652160,100.0000,81
25,0.00814935,0.00634861,100.0000,78
26,0.00827042,0.00654255,100.0000,79
27,0.00799437,0.00647169,100.0000,81
28,0.00790333,0.00627916,100.0000,80
29,0.00774701,0.00619168,100.0000,80
30,0.00831144,0.00657140,100.0000,81
