Problem,Solver,Num_Runs,Mean_P_RED,Std_P_RED,Min_P_RED,Max_P_RED
CMPB_SODC,CCPSO.summary.out,10,0.2598793185318427,0.08482551288579698,0.1499856638676928,0.3531921732885355
