Problem,Solver,Mean_Feasibility_Pct,Std_Feasibility_Pct,Min_Feasibility_Pct,Max_Feasibility_Pct,Num_Runs
CMPB_SODC,CCPSO.out,99.75,0.790569415042094,97.5,100.0,10
