problem_name,solver_name,run_id,relative_error_distance
G04,CCPSO,1,0.39211321106320296
G04,CCPSO,2,0.14550526111244833
G04,CCPSO,3,0.10532571067713324
G04,CCPSO,4,0.7840932478424201
G04,CCPSO,5,0.5964511986316744
G04,CCPSO,6,0.7840932478424201
G04,CCPSO,7,0.7792278510150535
G04,CCPSO,8,0.151108106390575
G04,CCPSO,9,0.20481417534420146
G04,CCPSO,10,0.6402350529963838
G04,CCPSO,11,0.14550526111244833
G04,CCPSO,12,0.028520870484228363
G04,CCPSO,13,0.7840932478424201
G04,CCPSO,14,0.7834053368307039
G04,CCPSO,15,0.09704066240829845
G04,CCPSO,16,0.310745630588086
G04,CCPSO,17,0.7840932478424201
G04,CCPSO,18,0.14059771680769195
G04,CCPSO,19,0.60316521611866
G04,CCPSO,20,0.7840932478424201
G04,CCPSO,21,0.1534480458415957
G04,CCPSO,22,0.5055429129367015
G04,CCPSO,23,0.16099945507301303
G04,CCPSO,24,0.38265886101702096
G04,CCPSO,25,0.4888102158592587
G04,CCPSO,26,0.4619661479995442
G04,CCPSO,27,0.7794184850735831
G04,CCPSO,28,0.15720730827105922
G04,CCPSO,29,0.6563358780524391
G04,CCPSO,30,0.6454289923186693
