problem_name,solver_name,run_id,relative_error_distance
G05,CCPSO,1,0.98874978860697
G05,CCPSO,2,1.017661546174922
G05,CCPSO,3,1.0115398944624918
G05,CCPSO,4,0.9189012536636606
G05,CCPSO,5,0.947971772756869
G05,CCPSO,6,0.8284474705505531
G05,CCPSO,7,1.0067859595062392
G05,CCPSO,8,0.9720960598389756
G05,CCPSO,9,0.9294069876091504
G05,CCPSO,10,0.981395912173081
G05,CCPSO,11,0.9522106410024084
G05,CCPSO,12,0.9408184802853206
G05,CCPSO,13,0.9097685499410548
G05,CCPSO,14,0.9894988923372254
G05,CCPSO,15,0.8918141538546077
G05,CCPSO,16,0.9587326612253936
G05,CCPSO,17,0.8112410676507515
G05,CCPSO,18,0.9979619177250116
G05,CCPSO,19,0.8329296016512435
G05,CCPSO,20,0.8980260416181981
G05,CCPSO,21,1.032557338373205
G05,CCPSO,22,0.9753105957812157
G05,CCPSO,23,0.9182413764767238
G05,CCPSO,24,0.9848451283445677
G05,CCPSO,25,0.9164913388151996
G05,CCPSO,26,0.9498071683508361
G05,CCPSO,27,0.9516932359290582
G05,CCPSO,28,0.9108410063714996
G05,CCPSO,29,1.0194372175065074
G05,CCPSO,30,0.9933652128834308
