problem_name,solver_name,run_id,relative_error_distance
G02,CCPSO,1,0.9171613489148569
G02,CCPSO,2,0.9384514868266021
G02,CCPSO,3,0.9148602858381792
G02,CCPSO,4,0.9148854455205255
G02,CCPSO,5,0.9148573568871735
G02,CCPSO,6,0.9148733833789771
G02,CCPSO,7,0.9227777035390635
G02,CCPSO,8,0.9148982355515862
G02,CCPSO,9,0.9148924528122756
G02,CCPSO,10,0.8836973647809143
G02,CCPSO,11,0.9148470740891552
G02,CCPSO,12,0.9148899864428397
G02,CCPSO,13,0.9148915532654932
G02,CCPSO,14,0.9100539687213202
G02,CCPSO,15,0.8831332973753887
G02,CCPSO,16,0.8982649611044667
G02,CCPSO,17,0.9148444743308136
G02,CCPSO,18,0.8976192282769769
G02,CCPSO,19,0.8772156508431717
G02,CCPSO,20,0.9149143364257888
G02,CCPSO,21,0.9101745207208369
G02,CCPSO,22,0.8915639018497944
G02,CCPSO,23,0.9148772887834882
G02,CCPSO,24,0.9279354948623898
G02,CCPSO,25,0.9148890834563365
G02,CCPSO,26,0.9148897830349432
G02,CCPSO,27,0.920641755338905
G02,CCPSO,28,0.9111517252100922
G02,CCPSO,29,0.9039907689640494
G02,CCPSO,30,0.9230546643925372
